UNDIRECTED	coref
cat=NOTEXIST,EXIST:exists
372612	paperref:254171	paperref:254168	|	exists=EXIST:P=0.0,1.0
338355	paperref:255632	paperref:255635	|
372313	paperref:255003	paperref:254387	|	exists=NOTEXIST:P=1.0,0.0
366480	paperref:255456	paperref:255455	|	exists=EXIST:P=0.0,1.0
334548	paperref:253952	paperref:258465	|	exists=NOTEXIST:P=1.0,0.0
344895	paperref:256595	paperref:253944	|	exists=NOTEXIST:P=1.0,0.0
335472	paperref:255454	paperref:254983	|	exists=NOTEXIST:P=1.0,0.0
375705	paperref:254232	paperref:254231	|	exists=EXIST:P=0.0,1.0
361522	paperref:253845	paperref:255643	|	exists=NOTEXIST:P=1.0,0.0
348643	paperref:255617	paperref:257176	|
336808	paperref:257222	paperref:255641	|	exists=NOTEXIST:P=1.0,0.0
365897	paperref:256048	paperref:255015	|	exists=NOTEXIST:P=1.0,0.0
347806	paperref:255266	paperref:257239	|	exists=NOTEXIST:P=1.0,0.0
364111	paperref:255344	paperref:254111	|	exists=NOTEXIST:P=1.0,0.0
347016	paperref:254586	paperref:254277	|	exists=NOTEXIST:P=1.0,0.0
375402	paperref:254327	paperref:258991	|
342283	paperref:258527	paperref:258486	|	exists=NOTEXIST:P=1.0,0.0
340329	paperref:255733	paperref:257499	|	exists=NOTEXIST:P=1.0,0.0
354215	paperref:254173	paperref:254817	|	exists=NOTEXIST:P=1.0,0.0
359961	paperref:254939	paperref:257206	|
379266	paperref:254755	paperref:257788	|	exists=NOTEXIST:P=1.0,0.0
366316	paperref:258232	paperref:254650	|	exists=NOTEXIST:P=1.0,0.0
340972	paperref:256752	paperref:258372	|	exists=NOTEXIST:P=1.0,0.0
332184	paperref:257591	paperref:258150	|	exists=NOTEXIST:P=1.0,0.0
360177	paperref:258146	paperref:253891	|	exists=NOTEXIST:P=1.0,0.0
349741	paperref:258204	paperref:258051	|	exists=NOTEXIST:P=1.0,0.0
343265	paperref:253900	paperref:253898	|
363154	paperref:253996	paperref:257892	|	exists=NOTEXIST:P=1.0,0.0
332786	paperref:254988	paperref:254405	|	exists=NOTEXIST:P=1.0,0.0
377510	paperref:257129	paperref:257323	|	exists=NOTEXIST:P=1.0,0.0
342488	paperref:256475	paperref:255052	|	exists=NOTEXIST:P=1.0,0.0
356592	paperref:257250	paperref:254484	|	exists=NOTEXIST:P=1.0,0.0
352574	paperref:256896	paperref:257739	|	exists=NOTEXIST:P=1.0,0.0
377885	paperref:257122	paperref:257121	|	exists=EXIST:P=0.0,1.0
360264	paperref:253891	paperref:255902	|
378583	paperref:257782	paperref:254872	|	exists=NOTEXIST:P=1.0,0.0
342474	paperref:257179	paperref:255052	|	exists=NOTEXIST:P=1.0,0.0
334911	paperref:257175	paperref:253953	|	exists=NOTEXIST:P=1.0,0.0
348489	paperref:256145	paperref:256177	|	exists=NOTEXIST:P=1.0,0.0
356885	paperref:258228	paperref:253877	|
351798	paperref:253949	paperref:254893	|	exists=NOTEXIST:P=1.0,0.0
356650	paperref:254484	paperref:257193	|	exists=NOTEXIST:P=1.0,0.0
373961	paperref:256307	paperref:256673	|	exists=NOTEXIST:P=1.0,0.0
338523	paperref:253949	paperref:257226	|
338965	paperref:256406	paperref:257204	|	exists=NOTEXIST:P=1.0,0.0
350804	paperref:256471	paperref:253946	|	exists=NOTEXIST:P=1.0,0.0
361681	paperref:255644	paperref:254599	|
372028	paperref:258570	paperref:254891	|	exists=NOTEXIST:P=1.0,0.0
377440	paperref:257200	paperref:256053	|	exists=NOTEXIST:P=1.0,0.0
374721	paperref:257190	paperref:257885	|	exists=NOTEXIST:P=1.0,0.0
354110	paperref:258738	paperref:253452	|	exists=NOTEXIST:P=1.0,0.0
338297	paperref:254750	paperref:253800	|
347824	paperref:255712	paperref:257878	|
377466	paperref:257200	paperref:256833	|	exists=NOTEXIST:P=1.0,0.0
345372	paperref:254843	paperref:256712	|	exists=NOTEXIST:P=1.0,0.0
363512	paperref:258573	paperref:256588	|	exists=NOTEXIST:P=1.0,0.0
337084	paperref:253602	paperref:254642	|	exists=NOTEXIST:P=1.0,0.0
338194	paperref:256846	paperref:257594	|	exists=NOTEXIST:P=1.0,0.0
356043	paperref:257846	paperref:258537	|	exists=NOTEXIST:P=1.0,0.0
354787	paperref:256898	paperref:258993	|
352610	paperref:255870	paperref:255533	|	exists=NOTEXIST:P=1.0,0.0
370223	paperref:258561	paperref:258992	|	exists=NOTEXIST:P=1.0,0.0
372928	paperref:258219	paperref:256399	|	exists=NOTEXIST:P=1.0,0.0
353737	paperref:254329	paperref:257742	|	exists=NOTEXIST:P=1.0,0.0
342110	paperref:253894	paperref:258132	|	exists=NOTEXIST:P=1.0,0.0
379172	paperref:254753	paperref:258676	|	exists=NOTEXIST:P=1.0,0.0
370732	paperref:256592	paperref:257608	|
372516	paperref:254632	paperref:257769	|	exists=NOTEXIST:P=1.0,0.0
363076	paperref:254822	paperref:255964	|	exists=NOTEXIST:P=1.0,0.0
357830	paperref:254961	paperref:255865	|
371849	paperref:257601	paperref:254598	|	exists=NOTEXIST:P=1.0,0.0
343845	paperref:258617	paperref:255900	|	exists=NOTEXIST:P=1.0,0.0
355096	paperref:253455	paperref:258001	|	exists=NOTEXIST:P=1.0,0.0
351603	paperref:253460	paperref:253933	|	exists=NOTEXIST:P=1.0,0.0
345398	paperref:255213	paperref:254843	|
364313	paperref:257007	paperref:257823	|	exists=NOTEXIST:P=1.0,0.0
334630	paperref:256765	paperref:257199	|	exists=NOTEXIST:P=1.0,0.0
337425	paperref:256876	paperref:257787	|	exists=NOTEXIST:P=1.0,0.0
364241	paperref:253778	paperref:258141	|	exists=NOTEXIST:P=1.0,0.0
335689	paperref:255151	paperref:258688	|	exists=NOTEXIST:P=1.0,0.0
352098	paperref:254103	paperref:255367	|	exists=NOTEXIST:P=1.0,0.0
345873	paperref:256967	paperref:258627	|	exists=NOTEXIST:P=1.0,0.0
372368	paperref:254749	paperref:256035	|	exists=NOTEXIST:P=1.0,0.0
368017	paperref:257906	paperref:256441	|	exists=NOTEXIST:P=1.0,0.0
335115	paperref:256766	paperref:254400	|
369165	paperref:255673	paperref:257046	|	exists=NOTEXIST:P=1.0,0.0
352064	paperref:258947	paperref:253989	|	exists=NOTEXIST:P=1.0,0.0
368784	paperref:256842	paperref:257176	|	exists=NOTEXIST:P=1.0,0.0
373685	paperref:257186	paperref:256845	|	exists=NOTEXIST:P=1.0,0.0
356845	paperref:254886	paperref:258328	|
340356	paperref:257252	paperref:253802	|	exists=NOTEXIST:P=1.0,0.0
332972	paperref:253954	paperref:255224	|	exists=NOTEXIST:P=1.0,0.0
373551	paperref:257187	paperref:258673	|	exists=NOTEXIST:P=1.0,0.0
368736	paperref:257176	paperref:257198	|
337234	paperref:257220	paperref:256772	|	exists=NOTEXIST:P=1.0,0.0
332009	paperref:254989	paperref:257221	|	exists=NOTEXIST:P=1.0,0.0
349356	paperref:255102	paperref:255375	|	exists=NOTEXIST:P=1.0,0.0
341379	paperref:255386	paperref:256891	|	exists=NOTEXIST:P=1.0,0.0
370370	paperref:258560	paperref:257056	|	exists=NOTEXIST:P=1.0,0.0
341023	paperref:253933	paperref:258173	|	exists=NOTEXIST:P=1.0,0.0
376839	paperref:257199	paperref:254153	|	exists=NOTEXIST:P=1.0,0.0
341575	paperref:257715	paperref:255352	|	exists=NOTEXIST:P=1.0,0.0
339838	paperref:257246	paperref:253805	|	exists=NOTEXIST:P=1.0,0.0
369030	paperref:254891	paperref:257610	|
369656	paperref:254949	paperref:254598	|
341922	paperref:254000	paperref:253893	|	exists=NOTEXIST:P=1.0,0.0
374276	paperref:257195	paperref:258149	|	exists=NOTEXIST:P=1.0,0.0
340434	paperref:257245	paperref:253802	|	exists=NOTEXIST:P=1.0,0.0
337131	paperref:254836	paperref:256849	|	exists=NOTEXIST:P=1.0,0.0
369058	paperref:257187	paperref:257610	|	exists=NOTEXIST:P=1.0,0.0
369632	paperref:254720	paperref:254721	|	exists=EXIST:P=0.0,1.0
340099	paperref:258175	paperref:258245	|
350562	paperref:255200	paperref:255199	|	exists=EXIST:P=0.0,1.0
346218	paperref:254939	paperref:254847	|	exists=NOTEXIST:P=1.0,0.0
368617	paperref:257177	paperref:257184	|	exists=EXIST:P=0.0,1.0
368470	paperref:257178	paperref:254890	|
338311	paperref:253800	paperref:253897	|	exists=NOTEXIST:P=1.0,0.0
378971	paperref:256055	paperref:256370	|	exists=NOTEXIST:P=1.0,0.0
360562	paperref:254045	paperref:257317	|	exists=NOTEXIST:P=1.0,0.0
332476	paperref:255640	paperref:253957	|	exists=NOTEXIST:P=1.0,0.0
362525	paperref:258150	paperref:257256	|	exists=NOTEXIST:P=1.0,0.0
339866	paperref:254015	paperref:255735	|	exists=NOTEXIST:P=1.0,0.0
376863	paperref:258675	paperref:257199	|	exists=NOTEXIST:P=1.0,0.0
358501	paperref:256965	paperref:258152	|	exists=NOTEXIST:P=1.0,0.0
370995	paperref:254729	paperref:254731	|	exists=EXIST:P=0.0,1.0
361214	paperref:257887	paperref:257259	|	exists=NOTEXIST:P=1.0,0.0
352241	paperref:256276	paperref:258982	|	exists=NOTEXIST:P=1.0,0.0
363472	paperref:255552	paperref:256588	|	exists=NOTEXIST:P=1.0,0.0
377366	paperref:257206	paperref:256652	|
338165	paperref:257594	paperref:257183	|	exists=NOTEXIST:P=1.0,0.0
372950	paperref:256039	paperref:254753	|	exists=NOTEXIST:P=1.0,0.0
354791	paperref:257636	paperref:257952	|	exists=NOTEXIST:P=1.0,0.0
376369	paperref:258147	paperref:254001	|	exists=NOTEXIST:P=1.0,0.0
374455	paperref:257196	paperref:257891	|
356395	paperref:254408	paperref:257610	|	exists=NOTEXIST:P=1.0,0.0
364424	paperref:258102	paperref:258100	|
354101	paperref:258738	paperref:258852	|	exists=NOTEXIST:P=1.0,0.0
342578	paperref:255286	paperref:254767	|	exists=NOTEXIST:P=1.0,0.0
343867	paperref:258617	paperref:257246	|	exists=NOTEXIST:P=1.0,0.0
342276	paperref:254466	paperref:253738	|
366176	paperref:254648	paperref:255697	|	exists=NOTEXIST:P=1.0,0.0
354649	paperref:256453	paperref:257246	|	exists=NOTEXIST:P=1.0,0.0
354868	paperref:256899	paperref:257739	|	exists=NOTEXIST:P=1.0,0.0
331960	paperref:253969	paperref:254817	|	exists=NOTEXIST:P=1.0,0.0
362521	paperref:255900	paperref:257256	|	exists=NOTEXIST:P=1.0,0.0
355331	paperref:254403	paperref:257218	|	exists=NOTEXIST:P=1.0,0.0
376109	paperref:257316	paperref:256915	|	exists=NOTEXIST:P=1.0,0.0
353221	paperref:255932	paperref:258503	|
339887	paperref:257931	paperref:255299	|	exists=NOTEXIST:P=1.0,0.0
345984	paperref:256724	paperref:258764	|
336744	paperref:257715	paperref:254834	|	exists=NOTEXIST:P=1.0,0.0
351944	paperref:254246	paperref:256046	|
374462	paperref:254000	paperref:257196	|	exists=NOTEXIST:P=1.0,0.0
336946	paperref:253601	paperref:254586	|	exists=NOTEXIST:P=1.0,0.0
376926	paperref:258788	paperref:258364	|
372945	paperref:257349	paperref:255749	|	exists=NOTEXIST:P=1.0,0.0
373249	paperref:254522	paperref:254753	|
341409	paperref:253896	paperref:256035	|	exists=NOTEXIST:P=1.0,0.0
363588	paperref:253658	paperref:256827	|	exists=NOTEXIST:P=1.0,0.0
355594	paperref:257013	paperref:253877	|	exists=NOTEXIST:P=1.0,0.0
356643	paperref:257190	paperref:254484	|	exists=NOTEXIST:P=1.0,0.0
335838	paperref:253951	paperref:256590	|	exists=NOTEXIST:P=1.0,0.0
377605	paperref:257538	paperref:258784	|	exists=NOTEXIST:P=1.0,0.0
357297	paperref:254482	paperref:257885	|	exists=NOTEXIST:P=1.0,0.0
356405	paperref:254408	paperref:256590	|	exists=NOTEXIST:P=1.0,0.0
352674	paperref:254179	paperref:258628	|
377834	paperref:257883	paperref:258132	|	exists=NOTEXIST:P=1.0,0.0
351925	paperref:256651	paperref:254246	|	exists=NOTEXIST:P=1.0,0.0
348451	paperref:254329	paperref:257025	|
337117	paperref:254836	paperref:257191	|	exists=NOTEXIST:P=1.0,0.0
345784	paperref:256412	paperref:258340	|
368807	paperref:257187	paperref:257176	|	exists=EXIST:P=0.0,1.0
357718	paperref:253873	paperref:254981	|	exists=NOTEXIST:P=1.0,0.0
332899	paperref:253954	paperref:256766	|	exists=NOTEXIST:P=1.0,0.0
356940	paperref:257890	paperref:254481	|	exists=NOTEXIST:P=1.0,0.0
367976	paperref:255344	paperref:257178	|	exists=NOTEXIST:P=1.0,0.0
361805	paperref:254751	paperref:253992	|	exists=NOTEXIST:P=1.0,0.0
379341	paperref:256591	paperref:256772	|
374550	paperref:257890	paperref:254289	|	exists=NOTEXIST:P=1.0,0.0
356086	paperref:254486	paperref:254001	|	exists=NOTEXIST:P=1.0,0.0
369374	paperref:257184	paperref:257189	|	exists=EXIST:P=0.0,1.0
363524	paperref:256588	paperref:256678	|	exists=NOTEXIST:P=1.0,0.0
367558	paperref:255539	paperref:255454	|	exists=NOTEXIST:P=1.0,0.0
356454	paperref:254652	paperref:254338	|	exists=NOTEXIST:P=1.0,0.0
354155	paperref:254328	paperref:256897	|
358011	paperref:253776	paperref:254277	|	exists=NOTEXIST:P=1.0,0.0
369288	paperref:255312	paperref:256662	|
372432	paperref:254893	paperref:255528	|
367751	paperref:253789	paperref:253792	|	exists=EXIST:P=0.0,1.0
360447	paperref:255288	paperref:255354	|	exists=NOTEXIST:P=1.0,0.0
346587	paperref:256354	paperref:255454	|
353611	paperref:257947	paperref:257180	|
350141	paperref:255104	paperref:254000	|
348841	paperref:254475	paperref:256117	|
339953	paperref:253804	paperref:258149	|	exists=NOTEXIST:P=1.0,0.0
378664	paperref:257218	paperref:254981	|	exists=NOTEXIST:P=1.0,0.0
339677	paperref:256450	paperref:255056	|	exists=NOTEXIST:P=1.0,0.0
374042	paperref:257188	paperref:254153	|	exists=NOTEXIST:P=1.0,0.0
367219	paperref:255457	paperref:255453	|
335577	paperref:256767	paperref:257220	|	exists=NOTEXIST:P=1.0,0.0
348531	paperref:256145	paperref:256178	|	exists=NOTEXIST:P=1.0,0.0
343124	paperref:253874	paperref:253958	|	exists=NOTEXIST:P=1.0,0.0
337163	paperref:254649	paperref:257220	|	exists=NOTEXIST:P=1.0,0.0
372044	paperref:255904	paperref:254891	|
348694	paperref:255286	paperref:257940	|
370372	paperref:258560	paperref:258993	|	exists=NOTEXIST:P=1.0,0.0
338404	paperref:257226	paperref:255643	|	exists=NOTEXIST:P=1.0,0.0
376059	paperref:254002	paperref:258145	|	exists=NOTEXIST:P=1.0,0.0
333281	paperref:254987	paperref:254406	|
350414	paperref:254980	paperref:253947	|	exists=NOTEXIST:P=1.0,0.0
349414	paperref:255729	paperref:254517	|	exists=NOTEXIST:P=1.0,0.0
334614	paperref:256765	paperref:253950	|	exists=NOTEXIST:P=1.0,0.0
332732	paperref:254880	paperref:254988	|	exists=NOTEXIST:P=1.0,0.0
350098	paperref:255104	paperref:257884	|
356160	paperref:254486	paperref:258152	|	exists=NOTEXIST:P=1.0,0.0
363001	paperref:256591	paperref:254400	|	exists=NOTEXIST:P=1.0,0.0
377991	paperref:254674	paperref:256593	|	exists=NOTEXIST:P=1.0,0.0
351720	paperref:255101	paperref:256840	|	exists=NOTEXIST:P=1.0,0.0
335920	paperref:253873	paperref:254982	|	exists=NOTEXIST:P=1.0,0.0
351574	paperref:256971	paperref:255101	|	exists=NOTEXIST:P=1.0,0.0
338762	paperref:258968	paperref:257130	|	exists=NOTEXIST:P=1.0,0.0
340797	paperref:258413	paperref:254276	|	exists=NOTEXIST:P=1.0,0.0
367189	paperref:255288	paperref:253503	|	exists=NOTEXIST:P=1.0,0.0
354139	paperref:254328	paperref:256691	|
343539	paperref:258618	paperref:253997	|	exists=NOTEXIST:P=1.0,0.0
361285	paperref:253991	paperref:253418	|	exists=NOTEXIST:P=1.0,0.0
341635	paperref:257715	paperref:254517	|	exists=NOTEXIST:P=1.0,0.0
345791	paperref:257309	paperref:257308	|
357879	paperref:253874	paperref:256647	|	exists=NOTEXIST:P=1.0,0.0
361353	paperref:257472	paperref:257214	|	exists=NOTEXIST:P=1.0,0.0
344666	paperref:257450	paperref:257178	|	exists=NOTEXIST:P=1.0,0.0
347288	paperref:254693	paperref:256052	|	exists=NOTEXIST:P=1.0,0.0
374605	paperref:254152	paperref:257197	|	exists=NOTEXIST:P=1.0,0.0
365858	paperref:254649	paperref:256591	|	exists=NOTEXIST:P=1.0,0.0
340926	paperref:255494	paperref:258501	|	exists=NOTEXIST:P=1.0,0.0
368620	paperref:257177	paperref:256472	|	exists=NOTEXIST:P=1.0,0.0
367373	paperref:258668	paperref:258349	|	exists=NOTEXIST:P=1.0,0.0
369068	paperref:257610	paperref:256652	|	exists=NOTEXIST:P=1.0,0.0
335070	paperref:256766	paperref:254103	|
379499	paperref:258141	paperref:256597	|
340886	paperref:258494	paperref:257059	|
362490	paperref:257888	paperref:257256	|
360184	paperref:253891	paperref:257250	|	exists=NOTEXIST:P=1.0,0.0
353012	paperref:255369	paperref:254567	|
346907	paperref:255252	paperref:258739	|	exists=NOTEXIST:P=1.0,0.0
361148	paperref:255645	paperref:256595	|	exists=NOTEXIST:P=1.0,0.0
339589	paperref:255056	paperref:256186	|
334725	paperref:258607	paperref:258602	|
356770	paperref:253663	paperref:253845	|
373955	paperref:258674	paperref:257189	|	exists=NOTEXIST:P=1.0,0.0
341652	paperref:257715	paperref:256056	|	exists=NOTEXIST:P=1.0,0.0
350401	paperref:253947	paperref:256598	|	exists=NOTEXIST:P=1.0,0.0
340540	paperref:255731	paperref:256980	|	exists=NOTEXIST:P=1.0,0.0
349546	paperref:255641	paperref:255729	|	exists=NOTEXIST:P=1.0,0.0
373989	paperref:255331	paperref:256594	|	exists=NOTEXIST:P=1.0,0.0
364616	paperref:257684	paperref:258220	|	exists=NOTEXIST:P=1.0,0.0
369149	paperref:258341	paperref:255280	|
332159	paperref:257181	paperref:257591	|	exists=NOTEXIST:P=1.0,0.0
373801	paperref:254203	paperref:254204	|	exists=EXIST:P=0.0,1.0
376262	paperref:257886	paperref:258146	|	exists=NOTEXIST:P=1.0,0.0
357212	paperref:253664	paperref:254535	|	exists=NOTEXIST:P=1.0,0.0
373318	paperref:253418	paperref:257197	|	exists=NOTEXIST:P=1.0,0.0
335208	paperref:253950	paperref:254891	|	exists=NOTEXIST:P=1.0,0.0
348392	paperref:257320	paperref:257130	|
352841	paperref:256839	paperref:258627	|	exists=NOTEXIST:P=1.0,0.0
373806	paperref:253845	paperref:256459	|
337018	paperref:256364	paperref:254625	|	exists=NOTEXIST:P=1.0,0.0
368614	paperref:256471	paperref:257177	|
337963	paperref:253604	paperref:253609	|	exists=EXIST:P=0.0,1.0
335907	paperref:255369	paperref:254982	|	exists=NOTEXIST:P=1.0,0.0
338412	paperref:257226	paperref:257217	|	exists=EXIST:P=0.0,1.0
373256	paperref:254522	paperref:257196	|	exists=NOTEXIST:P=1.0,0.0
359293	paperref:257519	paperref:253998	|	exists=NOTEXIST:P=1.0,0.0
332360	paperref:258806	paperref:258095	|	exists=NOTEXIST:P=1.0,0.0
337735	paperref:257225	paperref:254651	|	exists=NOTEXIST:P=1.0,0.0
363976	paperref:255065	paperref:255066	|	exists=EXIST:P=0.0,1.0
369416	paperref:256472	paperref:253914	|	exists=NOTEXIST:P=1.0,0.0
361884	paperref:255641	paperref:257217	|	exists=NOTEXIST:P=1.0,0.0
349225	paperref:258484	paperref:253569	|	exists=NOTEXIST:P=1.0,0.0
371351	paperref:254879	paperref:256593	|
336830	paperref:257222	paperref:258573	|
336772	paperref:257222	paperref:257601	|	exists=NOTEXIST:P=1.0,0.0
359395	paperref:257252	paperref:254290	|	exists=NOTEXIST:P=1.0,0.0
349630	paperref:255062	paperref:258590	|	exists=NOTEXIST:P=1.0,0.0
334663	paperref:256765	paperref:257185	|
364288	paperref:257007	paperref:255287	|	exists=NOTEXIST:P=1.0,0.0
337435	paperref:256876	paperref:257788	|	exists=NOTEXIST:P=1.0,0.0
356849	paperref:256501	paperref:258328	|	exists=NOTEXIST:P=1.0,0.0
340902	paperref:255657	paperref:255494	|	exists=NOTEXIST:P=1.0,0.0
358334	paperref:257012	paperref:257609	|
356423	paperref:254408	paperref:256597	|	exists=NOTEXIST:P=1.0,0.0
366385	paperref:255677	paperref:255680	|	exists=EXIST:P=0.0,1.0
364549	paperref:254113	paperref:257177	|	exists=NOTEXIST:P=1.0,0.0
370851	paperref:254515	paperref:257609	|	exists=NOTEXIST:P=1.0,0.0
337049	paperref:258412	paperref:257644	|
333379	paperref:258836	paperref:258965	|	exists=NOTEXIST:P=1.0,0.0
336764	paperref:254834	paperref:257722	|
351517	paperref:256971	paperref:257247	|
337241	paperref:257607	paperref:257220	|	exists=NOTEXIST:P=1.0,0.0
337829	paperref:253994	paperref:257595	|	exists=NOTEXIST:P=1.0,0.0
372734	paperref:255005	paperref:254757	|	exists=NOTEXIST:P=1.0,0.0
366669	paperref:254103	paperref:257602	|	exists=NOTEXIST:P=1.0,0.0
337549	paperref:258245	paperref:253603	|	exists=NOTEXIST:P=1.0,0.0
345032	paperref:253945	paperref:256681	|	exists=NOTEXIST:P=1.0,0.0
375477	paperref:255975	paperref:257344	|	exists=NOTEXIST:P=1.0,0.0
340237	paperref:253896	paperref:253803	|	exists=NOTEXIST:P=1.0,0.0
339434	paperref:257867	paperref:253970	|	exists=NOTEXIST:P=1.0,0.0
378508	paperref:255314	paperref:256910	|	exists=NOTEXIST:P=1.0,0.0
335592	paperref:255640	paperref:256767	|	exists=NOTEXIST:P=1.0,0.0
336673	paperref:253960	paperref:254677	|	exists=NOTEXIST:P=1.0,0.0
336738	paperref:253553	paperref:254834	|
348995	paperref:255048	paperref:253911	|	exists=NOTEXIST:P=1.0,0.0
373610	paperref:256030	paperref:256031	|	exists=EXIST:P=0.0,1.0
379016	paperref:256770	paperref:257217	|	exists=NOTEXIST:P=1.0,0.0
343279	paperref:258151	paperref:253898	|	exists=NOTEXIST:P=1.0,0.0
350771	paperref:254105	paperref:253946	|
332518	paperref:253778	paperref:253957	|	exists=NOTEXIST:P=1.0,0.0
357647	paperref:258245	paperref:258348	|
377690	paperref:257323	paperref:257128	|	exists=NOTEXIST:P=1.0,0.0
360206	paperref:253891	paperref:253992	|	exists=NOTEXIST:P=1.0,0.0
352268	paperref:256595	paperref:256681	|	exists=NOTEXIST:P=1.0,0.0
376452	paperref:255975	paperref:256652	|	exists=NOTEXIST:P=1.0,0.0
360943	paperref:257889	paperref:257250	|	exists=NOTEXIST:P=1.0,0.0
378753	paperref:254152	paperref:256056	|
349955	paperref:258204	paperref:258052	|	exists=NOTEXIST:P=1.0,0.0
339063	paperref:258969	paperref:257130	|	exists=NOTEXIST:P=1.0,0.0
376940	paperref:253845	paperref:255744	|
359880	paperref:254939	paperref:258132	|	exists=NOTEXIST:P=1.0,0.0
352118	paperref:253980	paperref:255367	|	exists=NOTEXIST:P=1.0,0.0
360442	paperref:255297	paperref:255354	|	exists=NOTEXIST:P=1.0,0.0
342967	paperref:254765	paperref:255287	|	exists=NOTEXIST:P=1.0,0.0
378558	paperref:254002	paperref:258131	|
343784	paperref:253979	paperref:254477	|
368512	paperref:257178	paperref:257196	|	exists=EXIST:P=0.0,1.0
362734	paperref:255268	paperref:257623	|
368867	paperref:255281	paperref:258339	|	exists=NOTEXIST:P=1.0,0.0
335991	paperref:257599	paperref:254103	|	exists=NOTEXIST:P=1.0,0.0
349978	paperref:254478	paperref:255289	|	exists=NOTEXIST:P=1.0,0.0
342661	paperref:257030	paperref:257032	|	exists=EXIST:P=0.0,1.0
359789	paperref:254939	paperref:253892	|	exists=NOTEXIST:P=1.0,0.0
364246	paperref:253778	paperref:256597	|
333371	paperref:257359	paperref:258965	|	exists=NOTEXIST:P=1.0,0.0
337183	paperref:257220	paperref:254895	|
373347	paperref:256392	paperref:257499	|
341867	paperref:253893	paperref:254290	|
345054	paperref:253945	paperref:254105	|
331816	paperref:253956	paperref:253952	|	exists=EXIST:P=0.0,1.0
356554	paperref:256111	paperref:254962	|	exists=NOTEXIST:P=1.0,0.0
331820	paperref:254980	paperref:253956	|	exists=NOTEXIST:P=1.0,0.0
369218	paperref:256390	paperref:257101	|	exists=NOTEXIST:P=1.0,0.0
334682	paperref:256765	paperref:253777	|	exists=NOTEXIST:P=1.0,0.0
337675	paperref:257225	paperref:257219	|	exists=EXIST:P=0.0,1.0
332192	paperref:257591	paperref:255902	|	exists=NOTEXIST:P=1.0,0.0
340184	paperref:253803	paperref:256186	|	exists=NOTEXIST:P=1.0,0.0
350629	paperref:253948	paperref:255528	|
370793	paperref:254651	paperref:258292	|	exists=NOTEXIST:P=1.0,0.0
368240	paperref:255005	paperref:256252	|
337809	paperref:254291	paperref:257595	|	exists=NOTEXIST:P=1.0,0.0
367018	paperref:254105	paperref:254102	|	exists=EXIST:P=0.0,1.0
371520	paperref:254892	paperref:257602	|	exists=NOTEXIST:P=1.0,0.0
346183	paperref:254915	paperref:253906	|	exists=NOTEXIST:P=1.0,0.0
337331	paperref:254600	paperref:255368	|	exists=NOTEXIST:P=1.0,0.0
366106	paperref:256277	paperref:258231	|	exists=NOTEXIST:P=1.0,0.0
331641	paperref:256768	paperref:253956	|	exists=NOTEXIST:P=1.0,0.0
337892	paperref:256965	paperref:257595	|	exists=NOTEXIST:P=1.0,0.0
370766	paperref:257903	paperref:254651	|
333572	paperref:253955	paperref:258950	|
356181	paperref:254407	paperref:254401	|	exists=EXIST:P=0.0,1.0
339798	paperref:258149	paperref:253805	|
332332	paperref:256769	paperref:253959	|	exists=NOTEXIST:P=1.0,0.0
371617	paperref:256034	paperref:257189	|	exists=NOTEXIST:P=1.0,0.0
335882	paperref:255056	paperref:254982	|
340100	paperref:258175	paperref:253554	|	exists=NOTEXIST:P=1.0,0.0
375952	paperref:255263	paperref:256388	|
360729	paperref:253553	paperref:256453	|	exists=NOTEXIST:P=1.0,0.0
359872	paperref:254748	paperref:253892	|	exists=NOTEXIST:P=1.0,0.0
334925	paperref:257194	paperref:253953	|
376958	paperref:254749	paperref:256421	|
375686	paperref:254749	paperref:255902	|	exists=NOTEXIST:P=1.0,0.0
355823	paperref:254485	paperref:257193	|	exists=NOTEXIST:P=1.0,0.0
372212	paperref:258000	paperref:256106	|	exists=NOTEXIST:P=1.0,0.0
372185	paperref:257600	paperref:257196	|	exists=NOTEXIST:P=1.0,0.0
347512	paperref:254481	paperref:258154	|	exists=NOTEXIST:P=1.0,0.0
343746	paperref:253979	paperref:254522	|	exists=NOTEXIST:P=1.0,0.0
350574	paperref:254598	paperref:253948	|	exists=NOTEXIST:P=1.0,0.0
350269	paperref:257888	paperref:255375	|	exists=NOTEXIST:P=1.0,0.0
365786	paperref:254880	paperref:256845	|
342354	paperref:253899	paperref:256035	|	exists=NOTEXIST:P=1.0,0.0
333084	paperref:256039	paperref:257593	|	exists=NOTEXIST:P=1.0,0.0
367797	paperref:254536	paperref:257219	|	exists=NOTEXIST:P=1.0,0.0
350440	paperref:254967	paperref:253947	|	exists=NOTEXIST:P=1.0,0.0
374715	paperref:257190	paperref:257888	|	exists=NOTEXIST:P=1.0,0.0
370901	paperref:258141	paperref:257609	|	exists=NOTEXIST:P=1.0,0.0
377300	paperref:254871	paperref:254012	|	exists=NOTEXIST:P=1.0,0.0
358082	paperref:257011	paperref:253845	|	exists=NOTEXIST:P=1.0,0.0
348018	paperref:257947	paperref:257943	|	exists=EXIST:P=0.0,1.0
364410	paperref:253654	paperref:254965	|	exists=NOTEXIST:P=1.0,0.0
379326	paperref:254868	paperref:254757	|	exists=NOTEXIST:P=1.0,0.0
